longitude,latitude,u,v,dir,dirCat,speed
-8.125,45.125,-8.702,-2.392,255,255,9.02
-7.875,45.125,-8.748,-2.224,256,255,9.03
-7.625,45.125,-8.796,-2.058,257,255,9.03
-7.375,45.125,-8.682,-1.888,258,255,8.89
-7.125,45.125,-8.405,-1.713,258,255,8.58
-6.875,45.125,-8.127,-1.536,259,255,8.27
-6.625,45.125,-7.854,-1.370,260,255,7.97
-6.375,45.125,-7.604,-1.249,261,255,7.71
-6.125,45.125,-7.371,-1.162,261,255,7.46
-5.875,45.125,-7.141,-1.077,261,255,7.22
-5.625,45.125,-6.910,-1.046,261,255,6.99
-5.375,45.125,-6.677,-1.119,260,255,6.77
-5.125,45.125,-6.447,-1.243,259,255,6.57
-4.875,45.125,-6.220,-1.365,258,255,6.37
-4.625,45.125,-5.984,-1.527,256,255,6.18
-4.375,45.125,-5.733,-1.744,253,255,5.99
-4.125,45.125,-5.475,-1.974,250,255,5.82
-3.875,45.125,-5.214,-2.199,247,240,5.66
-3.625,45.125,-5.034,-2.435,244,240,5.59
-3.375,45.125,-4.935,-2.677,242,240,5.61
-3.125,45.125,-4.841,-2.913,239,240,5.65
-2.875,45.125,-4.739,-3.127,237,240,5.68
-2.625,45.125,-4.573,-3.226,235,240,5.60
-2.375,45.125,-4.359,-3.222,234,240,5.42
-2.125,45.125,-4.147,-3.219,232,225,5.25
-1.875,45.125,-3.953,-3.198,231,225,5.08
-1.625,45.125,-3.788,-3.106,231,225,4.90
-1.375,45.125,-3.558,-2.908,231,225,4.59
-1.125,45.125,-2.777,-2.245,231,225,3.57
-0.875,45.125,-2.153,-1.735,231,225,2.77
-0.625,45.125,-2.182,-1.807,230,225,2.83
-0.375,45.125,-2.227,-1.902,229,225,2.93
-0.125,45.125,-2.265,-1.986,229,225,3.01
0.125,45.375,-2.519,-2.003,232,225,3.22
0.375,45.375,-2.603,-2.077,231,225,3.33
0.625,45.375,-2.688,-2.129,232,225,3.43
0.875,45.375,-2.756,-2.180,232,225,3.51
1.125,45.375,-2.742,-2.226,231,225,3.53
1.375,45.375,-2.666,-2.262,230,225,3.50
1.625,45.375,-2.592,-2.290,229,225,3.46
1.875,45.375,-2.512,-2.325,227,225,3.42
2.125,45.375,-2.417,-2.392,225,225,3.40
2.375,45.375,-2.324,-2.468,223,225,3.39
2.625,45.375,-2.238,-2.535,221,225,3.38
2.875,45.375,-2.053,-2.655,218,225,3.36
3.125,45.375,-1.731,-2.855,211,210,3.34
3.375,45.375,-1.369,-3.072,204,210,3.36
3.625,45.375,-1.006,-3.281,197,195,3.43
3.875,45.375,-0.761,-3.503,192,195,3.59
4.125,45.375,-0.642,-3.738,190,195,3.79
4.375,45.375,-0.522,-3.988,187,180,4.02
4.625,45.375,-0.411,-4.164,186,180,4.18
4.875,45.375,-0.391,-3.929,186,180,3.95
5.125,45.375,-0.446,-3.375,188,195,3.40
5.375,45.375,-0.503,-2.829,190,195,2.87
5.625,45.375,-0.542,-2.359,193,195,2.42
5.875,45.375,-0.531,-2.062,194,195,2.13
6.125,45.375,-0.492,-1.857,195,195,1.92
6.375,45.375,-0.461,-1.622,196,195,1.69
6.625,45.375,-0.460,-1.533,197,195,1.60
6.875,45.375,-0.462,-1.612,196,195,1.68
7.125,45.375,-0.441,-1.698,195,195,1.75
7.375,45.375,-0.413,-1.782,193,195,1.83
7.625,45.375,-0.562,-1.770,198,195,1.86
7.875,45.375,-0.921,-1.721,208,210,1.95
8.125,45.375,-1.311,-1.733,217,210,2.17
8.375,45.375,-1.646,-1.726,224,225,2.38
8.625,45.375,-1.748,-1.591,228,225,2.36
8.875,45.375,-1.678,-1.331,232,225,2.14
9.125,45.375,-1.613,-1.047,237,240,1.92
9.375,45.375,-1.572,-0.824,242,240,1.78
9.625,45.375,-1.575,-0.721,245,240,1.73
9.875,45.375,-1.596,-0.670,247,240,1.73
-9.875,45.375,-7.210,-3.002,247,240,7.81
-9.625,45.375,-7.397,-2.951,248,255,7.96
-9.375,45.375,-7.545,-2.879,249,255,8.08
-9.125,45.375,-7.626,-2.771,250,255,8.11
-8.875,45.375,-7.677,-2.647,251,255,8.12
-8.625,45.375,-7.721,-2.524,252,255,8.12
-8.375,45.375,-7.743,-2.404,253,255,8.11
-8.125,45.375,-7.747,-2.285,254,255,8.08
-7.875,45.375,-7.747,-2.166,254,255,8.04
-7.625,45.375,-7.748,-2.047,255,255,8.01
-7.375,45.375,-7.665,-1.929,256,255,7.90
-7.125,45.375,-7.493,-1.809,256,255,7.71
-6.875,45.375,-7.320,-1.688,257,255,7.51
-6.625,45.375,-7.145,-1.578,258,255,7.32
-6.375,45.375,-6.976,-1.505,258,255,7.14
-6.125,45.375,-6.818,-1.457,258,255,6.97
-5.875,45.375,-6.662,-1.412,258,255,6.81
-5.625,45.375,-6.496,-1.415,258,255,6.65
-5.375,45.375,-6.312,-1.507,257,255,6.49
-5.125,45.375,-6.123,-1.639,255,255,6.34
-4.875,45.375,-5.935,-1.772,253,255,6.19
-4.625,45.375,-5.748,-1.937,251,255,6.07
-4.375,45.375,-5.560,-2.144,249,255,5.96
-4.125,45.375,-5.367,-2.360,246,240,5.86
-3.875,45.375,-5.173,-2.568,244,240,5.78
-3.625,45.375,-5.052,-2.765,241,240,5.76
-3.375,45.375,-4.999,-2.952,239,240,5.81
-3.125,45.375,-4.956,-3.139,238,240,5.87
-2.875,45.375,-4.906,-3.306,236,240,5.92
-2.625,45.375,-4.780,-3.371,235,240,5.85
-2.375,45.375,-4.597,-3.342,234,240,5.68
-2.125,45.375,-4.415,-3.308,233,240,5.52
-1.875,45.375,-4.243,-3.258,232,225,5.35
-1.625,45.375,-4.079,-3.146,232,225,5.15
-1.375,45.375,-3.838,-2.931,233,240,4.83
-1.125,45.375,-3.039,-2.240,234,240,3.78
-0.875,45.375,-2.398,-1.707,235,240,2.94
-0.625,45.375,-2.414,-1.768,234,240,2.99
-0.375,45.375,-2.444,-1.851,233,240,3.07
-0.125,45.375,-2.468,-1.923,232,225,3.13
0.125,45.625,-2.556,-1.756,236,240,3.10
0.375,45.625,-2.645,-1.843,235,240,3.22
0.625,45.625,-2.739,-1.908,235,240,3.34
0.875,45.625,-2.813,-1.967,235,240,3.43
1.125,45.625,-2.783,-2.004,234,240,3.43
1.375,45.625,-2.668,-2.016,233,240,3.34
1.625,45.625,-2.555,-2.022,232,225,3.26
1.875,45.625,-2.438,-2.036,230,225,3.18
2.125,45.625,-2.319,-2.086,228,225,3.12
2.375,45.625,-2.205,-2.152,226,225,3.08
2.625,45.625,-2.096,-2.211,223,225,3.05
2.875,45.625,-1.920,-2.312,220,225,3.01
3.125,45.625,-1.643,-2.484,213,210,2.98
3.375,45.625,-1.329,-2.678,206,210,2.99
3.625,45.625,-1.012,-2.864,199,195,3.04
3.875,45.625,-0.795,-3.072,195,195,3.17
4.125,45.625,-0.700,-3.311,192,195,3.38
4.375,45.625,-0.621,-3.572,190,195,3.63
4.625,45.625,-0.542,-3.799,188,195,3.84
4.875,45.625,-0.531,-3.691,188,195,3.73
5.125,45.625,-0.583,-3.274,190,195,3.33
5.375,45.625,-0.639,-2.840,193,195,2.91
5.625,45.625,-0.687,-2.450,196,195,2.54
5.875,45.625,-0.695,-2.248,197,195,2.35
6.125,45.625,-0.676,-2.189,197,195,2.29
6.375,45.625,-0.669,-2.110,198,195,2.21
6.625,45.625,-0.675,-2.099,198,195,2.20
6.875,45.625,-0.610,-2.068,196,195,2.16
7.125,45.625,-0.468,-1.935,194,195,1.99
7.375,45.625,-0.318,-1.798,190,195,1.83
7.625,45.625,-0.297,-1.655,190,195,1.68
7.875,45.625,-0.492,-1.666,196,195,1.74
8.125,45.625,-0.773,-1.846,203,210,2.00
8.375,45.625,-1.021,-2.018,207,210,2.26
8.625,45.625,-1.132,-2.060,209,210,2.35
8.875,45.625,-1.144,-1.913,211,210,2.23
9.125,45.625,-1.163,-1.686,215,210,2.05
9.375,45.625,-1.200,-1.495,219,225,1.92
9.625,45.625,-1.265,-1.386,222,225,1.88
9.875,45.625,-1.340,-1.319,225,225,1.88
-9.875,45.625,-6.611,-2.647,248,255,7.12
-9.625,45.625,-6.805,-2.635,249,255,7.30
-9.375,45.625,-6.949,-2.604,249,255,7.42
-9.125,45.625,-7.038,-2.548,250,255,7.49
-8.875,45.625,-7.111,-2.482,251,255,7.53
-8.625,45.625,-7.166,-2.415,251,255,7.56
-8.375,45.625,-7.183,-2.350,252,255,7.56
-8.125,45.625,-7.177,-2.285,252,255,7.53
-7.875,45.625,-7.169,-2.220,253,255,7.50
-7.625,45.625,-7.163,-2.151,253,255,7.48
-7.375,45.625,-7.114,-2.082,254,255,7.41
-7.125,45.625,-7.015,-2.011,254,255,7.30
-6.875,45.625,-6.914,-1.938,254,255,7.18
-6.625,45.625,-6.795,-1.878,255,255,7.05
-6.375,45.625,-6.665,-1.845,255,255,6.92
-6.125,45.625,-6.540,-1.829,254,255,6.79
-5.875,45.625,-6.415,-1.816,254,255,6.67
-5.625,45.625,-6.275,-1.848,254,255,6.54
-5.375,45.625,-6.117,-1.947,252,255,6.42
-5.125,45.625,-5.954,-2.070,251,255,6.30
-4.875,45.625,-5.793,-2.194,249,255,6.19
-4.625,45.625,-5.642,-2.345,247,240,6.11
-4.375,45.625,-5.500,-2.526,245,240,6.05
-4.125,45.625,-5.355,-2.710,243,240,6.00
-3.875,45.625,-5.211,-2.881,241,240,5.95
-3.625,45.625,-5.123,-3.026,239,240,5.95
-3.375,45.625,-5.089,-3.157,238,240,5.99
-3.125,45.625,-5.065,-3.294,237,240,6.04
-2.875,45.625,-5.021,-3.403,236,240,6.07
-2.625,45.625,-4.896,-3.411,235,240,5.97
-2.375,45.625,-4.723,-3.342,235,240,5.79
-2.125,45.625,-4.555,-3.270,234,240,5.61
-1.875,45.625,-4.392,-3.186,234,240,5.43
-1.625,45.625,-4.223,-3.055,234,240,5.21
-1.375,45.625,-3.966,-2.820,235,240,4.87
-1.125,45.625,-3.136,-2.097,236,240,3.77
-0.875,45.625,-2.470,-1.537,238,240,2.91
-0.625,45.625,-2.478,-1.577,238,240,2.94
-0.375,45.625,-2.496,-1.638,237,240,2.99
-0.125,45.625,-2.508,-1.685,236,240,3.02
0.125,45.875,-2.582,-1.514,240,240,2.99
0.375,45.875,-2.678,-1.615,239,240,3.13
0.625,45.875,-2.777,-1.692,239,240,3.25
0.875,45.875,-2.856,-1.757,238,240,3.35
1.125,45.875,-2.808,-1.784,238,240,3.33
1.375,45.875,-2.656,-1.776,236,240,3.19
1.625,45.875,-2.505,-1.762,235,240,3.06
1.875,45.875,-2.356,-1.757,233,240,2.94
2.125,45.875,-2.214,-1.792,231,225,2.85
2.375,45.875,-2.080,-1.851,228,225,2.78
2.625,45.875,-1.950,-1.903,226,225,2.72
2.875,45.875,-1.783,-1.987,222,225,2.67
3.125,45.875,-1.550,-2.134,216,210,2.64
3.375,45.875,-1.284,-2.306,209,210,2.64
3.625,45.875,-1.016,-2.471,202,195,2.67
3.875,45.875,-0.829,-2.668,197,195,2.79
4.125,45.875,-0.760,-2.913,195,195,3.01
4.375,45.875,-0.721,-3.184,193,195,3.26
4.625,45.875,-0.675,-3.456,191,195,3.52
4.875,45.875,-0.675,-3.466,191,195,3.53
5.125,45.875,-0.725,-3.178,193,195,3.26
5.375,45.875,-0.785,-2.852,195,195,2.96
5.625,45.875,-0.847,-2.543,198,195,2.68
5.875,45.875,-0.877,-2.431,200,195,2.58
6.125,45.875,-0.878,-2.504,199,195,2.65
6.375,45.875,-0.888,-2.566,199,195,2.72
6.625,45.875,-0.892,-2.618,199,195,2.77
6.875,45.875,-0.761,-2.481,197,195,2.60
7.125,45.875,-0.508,-2.151,193,195,2.21
7.375,45.875,-0.251,-1.815,188,195,1.83
7.625,45.875,-0.074,-1.558,183,180,1.56
7.875,45.875,-0.111,-1.627,184,180,1.63
8.125,45.875,-0.281,-1.954,188,195,1.97
8.375,45.875,-0.441,-2.281,191,195,2.32
8.625,45.875,-0.556,-2.483,193,195,2.54
8.875,45.875,-0.648,-2.447,195,195,2.53
9.125,45.875,-0.747,-2.283,198,195,2.40
9.375,45.875,-0.852,-2.132,202,195,2.30
9.625,45.875,-0.966,-2.021,206,210,2.24
9.875,45.875,-1.081,-1.933,209,210,2.21
-9.875,45.875,-6.007,-2.277,249,255,6.42
-9.625,45.875,-6.207,-2.300,250,255,6.62
-9.375,45.875,-6.348,-2.308,250,255,6.76
-9.125,45.875,-6.447,-2.302,250,255,6.85
-8.875,45.875,-6.541,-2.292,251,255,6.93
-8.625,45.875,-6.605,-2.280,251,255,6.99
-8.375,45.875,-6.618,-2.269,251,255,7.00
-8.125,45.875,-6.605,-2.258,251,255,6.98
-7.875,45.875,-6.590,-2.245,251,255,6.96
-7.625,45.875,-6.579,-2.229,251,255,6.95
-7.375,45.875,-6.561,-2.209,251,255,6.92
-7.125,45.875,-6.527,-2.189,251,255,6.88
-6.875,45.875,-6.491,-2.169,252,255,6.84
-6.625,45.875,-6.426,-2.161,251,255,6.78
-6.375,45.875,-6.331,-2.172,251,255,6.69
-6.125,45.875,-6.234,-2.192,251,255,6.61
-5.875,45.875,-6.138,-2.214,250,255,6.52
-5.625,45.875,-6.024,-2.275,249,255,6.44
-5.375,45.875,-5.891,-2.380,248,255,6.35
-5.125,45.875,-5.755,-2.492,247,240,6.27
-4.875,45.875,-5.621,-2.605,245,240,6.20
-4.625,45.875,-5.508,-2.740,244,240,6.15
-4.375,45.875,-5.411,-2.893,242,240,6.14
-4.125,45.875,-5.310,-3.044,240,240,6.12
-3.875,45.875,-5.216,-3.177,239,240,6.11
-3.625,45.875,-5.168,-3.278,238,240,6.12
-3.375,45.875,-5.157,-3.361,237,240,6.16
-3.125,45.875,-5.146,-3.448,236,240,6.19
-2.875,45.875,-5.099,-3.492,236,240,6.18
-2.625,45.875,-4.977,-3.440,235,240,6.05
-2.375,45.875,-4.820,-3.330,235,240,5.86
-2.125,45.875,-4.669,-3.216,235,240,5.67
-1.875,45.875,-4.519,-3.098,236,240,5.48
-1.625,45.875,-4.351,-2.949,236,240,5.26
-1.375,45.875,-4.079,-2.699,237,240,4.89
-1.125,45.875,-3.218,-1.953,239,240,3.76
-0.875,45.875,-2.527,-1.371,242,240,2.87
-0.625,45.875,-2.527,-1.389,241,240,2.88
-0.375,45.875,-2.535,-1.425,241,240,2.91
-0.125,45.875,-2.536,-1.450,240,240,2.92
0.125,46.125,-2.534,-1.324,242,240,2.86
0.375,46.125,-2.625,-1.417,242,240,2.98
0.625,46.125,-2.722,-1.490,241,240,3.10
0.875,46.125,-2.800,-1.549,241,240,3.20
1.125,46.125,-2.744,-1.570,240,240,3.16
1.375,46.125,-2.579,-1.556,239,240,3.01
1.625,46.125,-2.417,-1.539,238,240,2.87
1.875,46.125,-2.258,-1.532,236,240,2.73
2.125,46.125,-2.112,-1.569,233,240,2.63
2.375,46.125,-1.977,-1.634,230,225,2.57
2.625,46.125,-1.843,-1.693,227,225,2.50
2.875,46.125,-1.690,-1.777,224,225,2.45
3.125,46.125,-1.497,-1.917,218,225,2.43
3.375,46.125,-1.279,-2.083,212,210,2.44
3.625,46.125,-1.058,-2.243,205,210,2.48
3.875,46.125,-0.907,-2.438,200,195,2.60
4.125,46.125,-0.866,-2.685,198,195,2.82
4.375,46.125,-0.858,-2.958,196,195,3.08
4.625,46.125,-0.843,-3.246,195,195,3.35
4.875,46.125,-0.861,-3.325,195,195,3.43
5.125,46.125,-0.923,-3.137,196,195,3.27
5.375,46.125,-0.999,-2.904,199,195,3.07
5.625,46.125,-1.086,-2.677,202,195,2.89
5.875,46.125,-1.121,-2.578,204,210,2.81
6.125,46.125,-1.099,-2.609,203,210,2.83
6.375,46.125,-1.078,-2.632,202,195,2.84
6.625,46.125,-1.045,-2.626,202,195,2.83
6.875,46.125,-0.902,-2.479,200,195,2.64
7.125,46.125,-0.665,-2.208,197,195,2.31
7.375,46.125,-0.431,-1.936,193,195,1.98
7.625,46.125,-0.235,-1.739,188,195,1.76
7.875,46.125,-0.174,-1.804,186,180,1.81
8.125,46.125,-0.212,-2.058,186,180,2.07
8.375,46.125,-0.249,-2.311,186,180,2.32
8.625,46.125,-0.296,-2.494,187,180,2.51
8.875,46.125,-0.378,-2.534,188,195,2.56
9.125,46.125,-0.479,-2.494,191,195,2.54
9.375,46.125,-0.580,-2.456,193,195,2.52
9.625,46.125,-0.679,-2.387,196,195,2.48
9.875,46.125,-0.775,-2.252,199,195,2.38
-9.875,46.125,-5.459,-1.859,251,255,5.77
-9.625,46.125,-5.671,-1.914,251,255,5.99
-9.375,46.125,-5.823,-1.956,251,255,6.14
-9.125,46.125,-5.938,-1.990,251,255,6.26
-8.875,46.125,-6.056,-2.022,252,255,6.38
-8.625,46.125,-6.139,-2.054,252,255,6.47
-8.375,46.125,-6.162,-2.089,251,255,6.51
-8.125,46.125,-6.157,-2.125,251,255,6.51
-7.875,46.125,-6.151,-2.160,251,255,6.52
-7.625,46.125,-6.143,-2.192,250,255,6.52
-7.375,46.125,-6.135,-2.222,250,255,6.52
-7.125,46.125,-6.123,-2.251,250,255,6.52
-6.875,46.125,-6.110,-2.281,250,255,6.52
-6.625,46.125,-6.065,-2.321,249,255,6.49
-6.375,46.125,-5.983,-2.376,248,255,6.44
-6.125,46.125,-5.896,-2.433,248,255,6.38
-5.875,46.125,-5.809,-2.491,247,240,6.32
-5.625,46.125,-5.714,-2.571,246,240,6.27
-5.375,46.125,-5.611,-2.672,245,240,6.22
-5.125,46.125,-5.505,-2.773,243,240,6.16
-4.875,46.125,-5.400,-2.874,242,240,6.12
-4.625,46.125,-5.318,-2.992,241,240,6.10
-4.375,46.125,-5.253,-3.120,239,240,6.11
-4.125,46.125,-5.187,-3.245,238,240,6.12
-3.875,46.125,-5.135,-3.357,237,240,6.14
-3.625,46.125,-5.116,-3.437,236,240,6.16
-3.375,46.125,-5.112,-3.492,236,240,6.19
-3.125,46.125,-5.106,-3.547,235,240,6.22
-2.875,46.125,-5.060,-3.549,235,240,6.18
-2.625,46.125,-4.933,-3.452,235,240,6.02
-2.375,46.125,-4.771,-3.299,235,240,5.80
-2.125,46.125,-4.611,-3.142,236,240,5.58
-1.875,46.125,-4.462,-2.993,236,240,5.37
-1.625,46.125,-4.297,-2.832,237,240,5.15
-1.375,46.125,-4.027,-2.581,237,240,4.78
-1.125,46.125,-3.170,-1.836,240,240,3.66
-0.875,46.125,-2.482,-1.249,243,240,2.78
-0.625,46.125,-2.481,-1.249,243,240,2.78
-0.375,46.125,-2.487,-1.262,243,240,2.79
-0.125,46.125,-2.490,-1.270,243,240,2.79
0.125,46.375,-2.419,-1.156,244,240,2.68
0.375,46.375,-2.501,-1.227,244,240,2.79
0.625,46.375,-2.589,-1.279,244,240,2.89
0.875,46.375,-2.658,-1.323,244,240,2.97
1.125,46.375,-2.601,-1.343,243,240,2.93
1.375,46.375,-2.443,-1.339,241,240,2.79
1.625,46.375,-2.287,-1.333,240,240,2.65
1.875,46.375,-2.136,-1.340,238,240,2.52
2.125,46.375,-2.002,-1.394,235,240,2.44
2.375,46.375,-1.881,-1.477,232,225,2.39
2.625,46.375,-1.759,-1.556,228,225,2.35
2.875,46.375,-1.626,-1.657,224,225,2.32
3.125,46.375,-1.473,-1.808,219,225,2.33
3.375,46.375,-1.304,-1.982,213,210,2.37
3.625,46.375,-1.134,-2.153,208,210,2.43
3.875,46.375,-1.027,-2.355,204,210,2.57
4.125,46.375,-1.018,-2.602,201,195,2.79
4.375,46.375,-1.037,-2.871,200,195,3.05
4.625,46.375,-1.052,-3.151,198,195,3.32
4.875,46.375,-1.095,-3.258,199,195,3.44
5.125,46.375,-1.179,-3.147,201,195,3.36
5.375,46.375,-1.279,-3.002,203,210,3.26
5.625,46.375,-1.390,-2.863,206,210,3.18
5.875,46.375,-1.410,-2.714,207,210,3.06
6.125,46.375,-1.327,-2.553,207,210,2.88
6.375,46.375,-1.236,-2.380,207,210,2.68
6.625,46.375,-1.142,-2.210,207,210,2.49
6.875,46.375,-1.036,-2.132,206,210,2.37
7.125,46.375,-0.925,-2.140,203,210,2.33
7.375,46.375,-0.821,-2.148,201,195,2.30
7.625,46.375,-0.718,-2.154,198,195,2.27
7.875,46.375,-0.606,-2.151,196,195,2.23
8.125,46.375,-0.488,-2.141,193,195,2.20
8.375,46.375,-0.367,-2.128,190,195,2.16
8.625,46.375,-0.278,-2.147,187,180,2.16
8.875,46.375,-0.271,-2.246,187,180,2.26
9.125,46.375,-0.309,-2.390,187,180,2.41
9.375,46.375,-0.345,-2.537,188,195,2.56
9.625,46.375,-0.378,-2.555,188,195,2.58
9.875,46.375,-0.408,-2.353,190,195,2.39
-9.875,46.375,-4.956,-1.411,254,255,5.15
-9.625,46.375,-5.183,-1.495,254,255,5.39
-9.375,46.375,-5.358,-1.567,254,255,5.58
-9.125,46.375,-5.502,-1.631,253,255,5.74
-8.875,46.375,-5.647,-1.695,253,255,5.90
-8.625,46.375,-5.758,-1.763,253,255,6.02
-8.375,46.375,-5.807,-1.838,252,255,6.09
-8.125,46.375,-5.828,-1.917,252,255,6.14
-7.875,46.375,-5.847,-1.995,251,255,6.18
-7.625,46.375,-5.851,-2.072,251,255,6.21
-7.375,46.375,-5.833,-2.148,250,255,6.22
-7.125,46.375,-5.807,-2.224,249,255,6.22
-6.875,46.375,-5.778,-2.300,248,255,6.22
-6.625,46.375,-5.722,-2.384,247,240,6.20
-6.375,46.375,-5.633,-2.476,246,240,6.15
-6.125,46.375,-5.539,-2.569,245,240,6.11
-5.875,46.375,-5.443,-2.660,244,240,6.06
-5.625,46.375,-5.361,-2.748,243,240,6.02
-5.375,46.375,-5.291,-2.835,242,240,6.00
-5.125,46.375,-5.219,-2.923,241,240,5.98
-4.875,46.375,-5.149,-3.012,240,240,5.97
-4.625,46.375,-5.096,-3.112,239,240,5.97
-4.375,46.375,-5.057,-3.220,238,240,6.00
-4.125,46.375,-5.024,-3.332,236,240,6.03
-3.875,46.375,-5.002,-3.436,236,240,6.07
-3.625,46.375,-4.988,-3.503,235,240,6.10
-3.375,46.375,-4.981,-3.544,235,240,6.11
-3.125,46.375,-4.976,-3.587,234,240,6.13
-2.875,46.375,-4.925,-3.568,234,240,6.08
-2.625,46.375,-4.780,-3.437,234,240,5.89
-2.375,46.375,-4.595,-3.245,235,240,5.63
-2.125,46.375,-4.413,-3.048,235,240,5.36
-1.875,46.375,-4.251,-2.876,236,240,5.13
-1.625,46.375,-3.770,-2.434,237,240,4.49
-1.375,46.375,-3.217,-1.935,239,240,3.75
-1.125,46.375,-2.713,-1.487,241,240,3.09
-0.875,46.375,-2.349,-1.160,244,240,2.62
-0.625,46.375,-2.357,-1.146,244,240,2.62
-0.375,46.375,-2.368,-1.136,244,240,2.63
-0.125,46.375,-2.377,-1.121,245,240,2.63
0.125,46.625,-2.321,-1.020,246,240,2.54
0.375,46.625,-2.387,-1.066,246,240,2.61
0.625,46.625,-2.458,-1.098,246,240,2.69
0.875,46.625,-2.511,-1.130,246,240,2.75
1.125,46.625,-2.455,-1.152,245,240,2.71
1.375,46.625,-2.310,-1.163,243,240,2.59
1.625,46.625,-2.168,-1.170,242,240,2.46
1.875,46.625,-2.030,-1.191,240,240,2.35
2.125,46.625,-1.906,-1.258,237,240,2.28
2.375,46.625,-1.795,-1.354,233,240,2.25
2.625,46.625,-1.681,-1.446,229,225,2.22
2.875,46.625,-1.566,-1.558,225,225,2.21
3.125,46.625,-1.450,-1.715,220,225,2.25
3.375,46.625,-1.330,-1.894,215,210,2.31
3.625,46.625,-1.207,-2.070,210,210,2.40
3.875,46.625,-1.140,-2.274,207,210,2.54
4.125,46.625,-1.156,-2.513,205,210,2.77
4.375,46.625,-1.197,-2.769,203,210,3.02
4.625,46.625,-1.234,-3.032,202,195,3.27
4.875,46.625,-1.294,-3.157,202,195,3.41
5.125,46.625,-1.387,-3.111,204,210,3.41
5.375,46.625,-1.497,-3.044,206,210,3.39
5.625,46.625,-1.616,-2.985,208,210,3.39
5.875,46.625,-1.621,-2.809,210,210,3.24
6.125,46.625,-1.494,-2.508,211,210,2.92
6.375,46.625,-1.355,-2.189,212,210,2.57
6.625,46.625,-1.222,-1.895,213,210,2.25
6.875,46.625,-1.153,-1.873,212,210,2.20
7.125,46.625,-1.145,-2.093,209,210,2.39
7.375,46.625,-1.147,-2.314,206,210,2.58
7.625,46.625,-1.120,-2.470,204,210,2.71
7.875,46.625,-0.970,-2.409,202,195,2.60
8.125,46.625,-0.730,-2.194,198,195,2.31
8.375,46.625,-0.487,-1.979,194,195,2.04
8.625,46.625,-0.291,-1.877,189,195,1.90
8.875,46.625,-0.208,-2.022,186,180,2.03
9.125,46.625,-0.187,-2.302,185,180,2.31
9.375,46.625,-0.166,-2.583,184,180,2.59
9.625,46.625,-0.139,-2.667,183,180,2.67
9.875,46.625,-0.106,-2.425,183,180,2.43
-9.875,46.625,-4.405,-0.941,258,255,4.50
-9.625,46.625,-4.646,-1.053,257,255,4.76
-9.375,46.625,-4.844,-1.156,257,255,4.98
-9.125,46.625,-5.013,-1.251,256,255,5.17
-8.875,46.625,-5.183,-1.347,255,255,5.36
-8.625,46.625,-5.320,-1.449,255,255,5.51
-8.375,46.625,-5.396,-1.564,254,255,5.62
